Ref,Val,Package,PosX,PosY,Rot,Side
"C128","1uF,25V,X5R ","C_0402_1005Metric",295.250000,-61.250000,-45.000000,top
"C129","1uF,25V,X5R ","C_0402_1005Metric",296.500000,-54.000000,0.000000,top
"C130","1uF,25V,X5R ","C_0402_1005Metric",300.000000,-54.000000,180.000000,top
"C131","1uF,25V,X5R ","C_0402_1005Metric",296.500000,-45.000000,0.000000,top
"C132","1uF,25V,X5R ","C_0402_1005Metric",300.000000,-45.000000,180.000000,top
"C133","1uF,25V,X5R ","C_0402_1005Metric",253.750000,-102.500000,-45.000000,top
"C134","1uF,25V,X5R ","C_0402_1005Metric",258.000000,-144.250000,0.000000,top
"C135","1uF,25V,X5R ","C_0402_1005Metric",261.750000,-144.250000,180.000000,top
"C136","1uF,25V,X5R ","C_0402_1005Metric",258.000000,-155.250000,0.000000,top
"C138","1uF,25V,X5R ","C_0402_1005Metric",261.750000,-155.250000,180.000000,top
"D1","STATUS_LED","LED_0603_1608Metric",280.537500,-171.000000,180.000000,top
"G***","LOGO","LOGO",161.915576,-112.046963,0.000000,top
"G***","LOGO","LOGO",161.915576,-112.046963,0.000000,top
"G***","LOGO","LOGO",161.915576,-112.046963,0.000000,top
"J1","Conn_01x04","PinHeader_1x04_P2.54mm_Vertical",308.750000,-148.950000,0.000000,top
"J2_POWER_IN1","Conn_01x02","PhoenixContact_MCV_1,5_2-G-3.81_1x02_P3.81mm_Vertical",240.500000,-194.000000,180.000000,top
"J3_PROGRAMING_PIN1","Conn_01x06","PinHeader_1x06_P2.54mm_Vertical",308.750000,-164.650000,0.000000,top
"LED1","WS2812B","XL-1010RGBC-WS2812B",260.800000,-153.575000,-90.000000,top
"LED2","WS2812B","XL-1010RGBC-WS2812B",260.750000,-142.625000,-90.000000,top
"LED3","WS2812B","XL-1010RGBC-WS2812B",260.775000,-131.575000,-90.000000,top
"LED4","WS2812B","XL-1010RGBC-WS2812B",258.275000,-119.298959,-45.000000,top
"LED5","WS2812B","XL-1010RGBC-WS2812B",238.325000,-119.448959,45.000000,top
"LED6","WS2812B","XL-1010RGBC-WS2812B",230.750000,-126.823959,45.000000,top
"LED7","WS2812B","XL-1010RGBC-WS2812B",216.550000,-135.625000,0.000000,top
"LED8","WS2812B","XL-1010RGBC-WS2812B",204.125000,-135.675000,0.000000,top
"LED9","WS2812B","XL-1010RGBC-WS2812B",191.800000,-135.625000,0.000000,top
"LED10","WS2812B","XL-1010RGBC-WS2812B",182.976041,-132.300000,-45.000000,top
"LED11","WS2812B","XL-1010RGBC-WS2812B",174.975000,-124.223959,-45.000000,top
"LED12","WS2812B","XL-1010RGBC-WS2812B",167.525000,-116.873959,-45.000000,top
"LED13","WS2812B","XL-1010RGBC-WS2812B",159.950000,-109.348959,-45.000000,top
"LED14","WS2812B","XL-1010RGBC-WS2812B",152.476041,-101.776041,-45.000000,top
"LED15","WS2812B","XL-1010RGBC-WS2812B",142.851041,-92.248959,-45.000000,top
"LED16","WS2812B","XL-1010RGBC-WS2812B",112.723959,-77.250000,-45.000000,top
"LED17","WS2812B","XL-1010RGBC-WS2812B",102.750000,-67.198959,-45.000000,top
"LED18","WS2812B","XL-1010RGBC-WS2812B",94.425000,-59.148959,-45.000000,top
"LED19","WS2812B","XL-1010RGBC-WS2812B",92.051041,-47.750000,-135.000000,top
"LED20","WS2812B","XL-1010RGBC-WS2812B",99.752082,-47.148959,-45.000000,top
"LED21","WS2812B","XL-1010RGBC-WS2812B",98.500000,-45.898959,45.000000,top
"LED22","WS2812B","XL-1010RGBC-WS2812B",90.773959,-46.500000,135.000000,top
"LED23","WS2812B","XL-1010RGBC-WS2812B",93.123959,-60.350000,-135.000000,top
"LED24","WS2812B","XL-1010RGBC-WS2812B",101.498959,-68.450000,-135.000000,top
"LED25","WS2812B","XL-1010RGBC-WS2812B",111.473959,-78.500000,-135.000000,top
"LED26","WS2812B","XL-1010RGBC-WS2812B",141.601041,-93.500000,-135.000000,top
"LED27","WS2812B","XL-1010RGBC-WS2812B",151.225000,-103.026041,-135.000000,top
"LED28","WS2812B","XL-1010RGBC-WS2812B",158.725000,-110.575000,-135.000000,top
"LED29","WS2812B","XL-1010RGBC-WS2812B",166.275000,-118.125000,-135.000000,top
"LED30","WS2812B","XL-1010RGBC-WS2812B",173.725000,-125.475000,-135.000000,top
"LED31","WS2812B","XL-1010RGBC-WS2812B",181.726041,-133.551041,-135.000000,top
"LED32","WS2812B","XL-1010RGBC-WS2812B",191.825000,-137.375000,-90.000000,top
"LED33","WS2812B","XL-1010RGBC-WS2812B",204.125000,-137.425000,-90.000000,top
"LED34","WS2812B","XL-1010RGBC-WS2812B",216.550000,-137.375000,-90.000000,top
"LED35","WS2812B","XL-1010RGBC-WS2812B",231.977082,-128.048959,-45.000000,top
"LED36","WS2812B","XL-1010RGBC-WS2812B",239.550000,-120.673959,-45.000000,top
"LED37","WS2812B","XL-1010RGBC-WS2812B",246.925000,-113.148959,-45.000000,top
"LED38","WS2812B","XL-1010RGBC-WS2812B",254.625000,-105.351041,-45.000000,top
"LED39","WS2812B","XL-1010RGBC-WS2812B",251.625000,-91.825000,0.000000,top
"LED40","WS2812B","XL-1010RGBC-WS2812B",242.025000,-91.665000,0.000000,top
"LED41","WS2812B","XL-1010RGBC-WS2812B",242.025000,-93.440000,-90.000000,top
"LED42","WS2812B","XL-1010RGBC-WS2812B",251.625000,-93.625000,-90.000000,top
"LED43","WS2812B","XL-1010RGBC-WS2812B",253.373959,-104.100000,45.000000,top
"LED44","WS2812B","XL-1010RGBC-WS2812B",245.673959,-111.925000,45.000000,top
"LED45","WS2812B","XL-1010RGBC-WS2812B",257.000000,-120.522918,-135.000000,top
"LED46","WS2812B","XL-1010RGBC-WS2812B",259.025000,-131.550000,180.000000,top
"LED47","WS2812B","XL-1010RGBC-WS2812B",259.000000,-142.625000,180.000000,top
"LED48","WS2812B","XL-1010RGBC-WS2812B",259.025000,-153.600000,180.000000,top
"LED49","WS2812B","XL-1010RGBC-WS2812B",297.500000,-43.600000,180.000000,top
"LED50","WS2812B","XL-1010RGBC-WS2812B",297.500000,-52.375000,180.000000,top
"LED51","WS2812B","XL-1010RGBC-WS2812B",297.125000,-60.751041,135.000000,top
"LED52","WS2812B","XL-1010RGBC-WS2812B",284.850000,-61.300000,90.000000,top
"LED53","WS2812B","XL-1010RGBC-WS2812B",273.350000,-61.375000,90.000000,top
"LED54","WS2812B","XL-1010RGBC-WS2812B",259.000000,-70.250000,180.000000,top
"LED55","WS2812B","XL-1010RGBC-WS2812B",249.800000,-91.825000,90.000000,top
"LED56","WS2812B","XL-1010RGBC-WS2812B",240.250000,-91.665000,90.000000,top
"LED57","WS2812B","XL-1010RGBC-WS2812B",228.925000,-91.675000,0.000000,top
"LED58","WS2812B","XL-1010RGBC-WS2812B",216.550000,-91.675000,0.000000,top
"LED59","WS2812B","XL-1010RGBC-WS2812B",204.125000,-91.675000,0.000000,top
"LED60","WS2812B","XL-1010RGBC-WS2812B",191.850000,-91.575000,0.000000,top
"LED61","WS2812B","XL-1010RGBC-WS2812B",181.950000,-91.650000,0.000000,top
"LED62","WS2812B","XL-1010RGBC-WS2812B",168.625000,-91.600000,0.000000,top
"LED63","WS2812B","XL-1010RGBC-WS2812B",155.400000,-91.575000,0.000000,top
"LED64","WS2812B","XL-1010RGBC-WS2812B",141.600000,-91.047918,45.000000,top
"LED65","WS2812B","XL-1010RGBC-WS2812B",131.200000,-84.100000,0.000000,top
"LED66","WS2812B","XL-1010RGBC-WS2812B",119.500000,-84.200000,0.000000,top
"LED67","WS2812B","XL-1010RGBC-WS2812B",111.650000,-91.700000,0.000000,top
"LED68","WS2812B","XL-1010RGBC-WS2812B",102.000000,-91.450000,0.000000,top
"LED69","WS2812B","XL-1010RGBC-WS2812B",92.050000,-91.600000,0.000000,top
"LED70","WS2812B","XL-1010RGBC-WS2812B",82.050000,-91.650000,0.000000,top
"LED71","WS2812B","XL-1010RGBC-WS2812B",72.400000,-91.625000,0.000000,top
"LED72","WS2812B","XL-1010RGBC-WS2812B",72.375000,-93.400000,-90.000000,top
"LED73","WS2812B","XL-1010RGBC-WS2812B",82.050000,-93.425000,-90.000000,top
"LED74","WS2812B","XL-1010RGBC-WS2812B",92.050000,-93.375000,-90.000000,top
"LED75","WS2812B","XL-1010RGBC-WS2812B",101.975000,-93.250000,-90.000000,top
"LED76","WS2812B","XL-1010RGBC-WS2812B",111.650000,-93.450000,-90.000000,top
"LED77","WS2812B","XL-1010RGBC-WS2812B",119.500000,-85.925000,-90.000000,top
"LED78","WS2812B","XL-1010RGBC-WS2812B",131.200000,-85.850000,-90.000000,top
"LED79","WS2812B","XL-1010RGBC-WS2812B",140.350000,-92.298959,135.000000,top
"LED80","WS2812B","XL-1010RGBC-WS2812B",155.425000,-93.350000,-90.000000,top
"LED81","WS2812B","XL-1010RGBC-WS2812B",168.600000,-93.350000,-90.000000,top
"LED82","WS2812B","XL-1010RGBC-WS2812B",181.950000,-93.400000,-90.000000,top
"LED83","WS2812B","XL-1010RGBC-WS2812B",191.850000,-93.325000,-90.000000,top
"LED84","WS2812B","XL-1010RGBC-WS2812B",204.125000,-93.425000,-90.000000,top
"LED85","WS2812B","XL-1010RGBC-WS2812B",216.525000,-93.425000,-90.000000,top
"LED86","WS2812B","XL-1010RGBC-WS2812B",228.925000,-93.425000,-90.000000,top
"LED87","WS2812B","XL-1010RGBC-WS2812B",240.250000,-93.440000,180.000000,top
"LED88","WS2812B","XL-1010RGBC-WS2812B",249.800000,-93.625000,180.000000,top
"LED89","WS2812B","XL-1010RGBC-WS2812B",260.750000,-70.250000,-90.000000,top
"LED90","WS2812B","XL-1010RGBC-WS2812B",273.350000,-63.125000,180.000000,top
"LED91","WS2812B","XL-1010RGBC-WS2812B",284.825000,-63.075000,180.000000,top
"LED92","WS2812B","XL-1010RGBC-WS2812B",298.500000,-62.000000,-135.000000,top
"LED93","WS2812B","XL-1010RGBC-WS2812B",299.250000,-52.375000,-90.000000,top
"LED94","WS2812B","XL-1010RGBC-WS2812B",299.250000,-43.600000,-90.000000,top
"LED95","WS2812B","XL-1010RGBC-WS2812B",102.950000,-185.275000,0.000000,top
"LED96","WS2812B","XL-1010RGBC-WS2812B",102.825000,-175.200000,0.000000,top
"LED97","WS2812B","XL-1010RGBC-WS2812B",102.750000,-165.100000,0.000000,top
"LED98","WS2812B","XL-1010RGBC-WS2812B",102.750000,-154.750000,0.000000,top
"LED99","WS2812B","XL-1010RGBC-WS2812B",102.825000,-142.475000,0.000000,top
"LED100","WS2812B","XL-1010RGBC-WS2812B",102.675000,-132.725000,0.000000,top
"LED101","WS2812B","XL-1010RGBC-WS2812B",102.825000,-117.525000,0.000000,top
"LED102","WS2812B","XL-1010RGBC-WS2812B",102.825000,-104.900000,0.000000,top
"LED103","WS2812B","XL-1010RGBC-WS2812B",100.175000,-91.425000,90.000000,top
"LED104","WS2812B","XL-1010RGBC-WS2812B",102.900000,-85.050000,-90.000000,top
"LED105","WS2812B","XL-1010RGBC-WS2812B",92.123959,-72.175000,-45.000000,top
"LED106","WS2812B","XL-1010RGBC-WS2812B",87.100000,-60.376041,-135.000000,top
"LED107","WS2812B","XL-1010RGBC-WS2812B",98.475000,-48.423959,-135.000000,top
"LED108","WS2812B","XL-1010RGBC-WS2812B",97.226041,-47.148959,135.000000,top
"LED109","WS2812B","XL-1010RGBC-WS2812B",85.848959,-59.125000,135.000000,top
"LED110","WS2812B","XL-1010RGBC-WS2812B",90.848959,-73.400000,-135.000000,top
"LED111","WS2812B","XL-1010RGBC-WS2812B",101.125000,-85.025000,180.000000,top
"LED112","WS2812B","XL-1010RGBC-WS2812B",100.150000,-93.250000,180.000000,top
"LED113","WS2812B","XL-1010RGBC-WS2812B",101.050000,-104.875000,90.000000,top
"LED114","WS2812B","XL-1010RGBC-WS2812B",101.075000,-117.500000,90.000000,top
"LED115","WS2812B","XL-1010RGBC-WS2812B",100.925000,-132.700000,90.000000,top
"LED116","WS2812B","XL-1010RGBC-WS2812B",101.050000,-142.450000,90.000000,top
"LED117","WS2812B","XL-1010RGBC-WS2812B",101.000000,-154.750000,90.000000,top
"LED118","WS2812B","XL-1010RGBC-WS2812B",82.100000,-159.325000,0.000000,top
"LED119","WS2812B","XL-1010RGBC-WS2812B",72.125000,-159.275000,0.000000,top
"LED120","WS2812B","XL-1010RGBC-WS2812B",62.100000,-159.325000,0.000000,top
"LED121","WS2812B","XL-1010RGBC-WS2812B",62.075000,-161.175000,-90.000000,top
"LED122","WS2812B","XL-1010RGBC-WS2812B",72.150000,-161.000000,-90.000000,top
"LED123","WS2812B","XL-1010RGBC-WS2812B",82.100000,-161.075000,-90.000000,top
"LED124","WS2812B","XL-1010RGBC-WS2812B",101.000000,-165.075000,90.000000,top
"LED125","WS2812B","XL-1010RGBC-WS2812B",101.075000,-175.200000,90.000000,top
"LED126","WS2812B","XL-1010RGBC-WS2812B",101.200000,-185.250000,90.000000,top
"LED127","WS2812B","XL-1010RGBC-WS2812B",116.750000,-32.750000,-135.000000,top
"Q1","PN2222A","SOT-416",299.000000,-176.600000,90.000000,top
"Q2","PN2222A","SOT-416",301.500000,-176.600000,90.000000,top
"R1","1k","C_0402_1005Metric",278.037500,-171.000000,-90.000000,top
"R2","0","R_0402_1005Metric",285.960000,-176.000000,0.000000,top
"R3","10k","C_0402_1005Metric",298.500000,-178.850000,90.000000,top
"R4","10k","C_0402_1005Metric",301.000000,-178.835000,90.000000,top
"R5","10k","C_0402_1005Metric",298.750000,-174.600000,180.000000,top
"U1","74AHC1G125","SOT-23-5",299.250000,-151.500000,180.000000,top
"U_CPU1","ESP32-WROOM-32E","ESP32-WROOM-32",275.000000,-183.010000,180.000000,top
"U_POWER1","UR133AG-33-AB3-C-R__3.3v","SOT-89-3",238.730000,-179.790000,90.000000,top
